x1,x2,label
513.0,836.0,1.0
109.0,231.0,1.0
502.0,136.0,1.0
115.0,228.0,1.0
424.0,647.0,1.0
508.0,145.0,1.0
342.0,59.0,1.0
353.0,354.0,1.0
386.0,229.0,1.0
316.0,451.0,1.0
380.0,725.0,1.0
465.0,255.0,1.0
330.0,298.0,1.0
105.0,142.0,1.0
436.0,645.0,1.0
433.0,835.0,1.0
452.0,259.0,1.0
200.0,795.0,1.0
447.0,41.0,1.0
104.0,490.0,1.0
432.0,1054.0,1.0
126.0,812.0,1.0
371.0,754.0,1.0
128.0,305.0,1.0
373.0,736.0,1.0
433.0,521.0,1.0
138.0,807.0,1.0
148.0,110.0,1.0
116.0,286.0,1.0
167.0,1104.0,1.0
267.0,512.0,1.0
176.0,892.0,1.0
393.0,935.0,1.0
397.0,410.0,1.0
81.0,206.0,1.0
398.0,33.0,1.0
492.0,98.0,1.0
460.0,639.0,1.0
157.0,861.0,1.0
383.0,835.0,1.0
136.0,810.0,1.0
103.0,184.0,1.0
130.0,296.0,1.0
417.0,974.0,1.0
116.0,176.0,1.0
181.0,384.0,1.0
114.0,281.0,1.0
169.0,195.0,1.0
396.0,914.0,1.0
527.0,823.0,1.0
93.0,979.0,1.0
372.0,41.0,1.0
411.0,964.0,1.0
530.0,683.0,1.0
538.0,764.0,1.0
109.0,1036.0,1.0
503.0,521.0,1.0
157.0,1101.0,1.0
524.0,821.0,1.0
119.0,547.0,1.0
331.0,285.0,1.0
148.0,145.0,1.0
155.0,859.0,1.0
110.0,79.0,1.0
510.0,836.0,1.0
435.0,412.0,1.0
394.0,235.0,1.0
375.0,819.0,1.0
403.0,415.0,1.0
197.0,79.0,1.0
190.0,375.0,1.0
489.0,82.0,1.0
210.0,510.0,1.0
167.0,177.0,1.0
153.0,270.0,1.0
420.0,988.0,1.0
313.0,1137.0,1.0
310.0,180.0,1.0
307.0,426.0,1.0
384.0,701.0,1.0
149.0,100.0,1.0
118.0,185.0,1.0
316.0,92.0,1.0
303.0,157.0,1.0
210.0,564.0,1.0
417.0,481.0,1.0
218.0,1035.0,1.0
505.0,527.0,1.0
469.0,62.0,1.0
242.0,848.0,1.0
407.0,417.0,1.0
341.0,480.0,1.0
505.0,144.0,1.0
233.0,1139.0,1.0
427.0,418.0,1.0
476.0,833.0,1.0
399.0,666.0,1.0
536.0,788.0,1.0
301.0,355.0,1.0
122.0,687.0,1.0
217.0,829.0,1.0
410.0,958.0,1.0
350.0,345.0,1.0
359.0,372.0,1.0
530.0,800.0,1.0
99.0,931.0,1.0
155.0,677.0,1.0
423.0,511.0,1.0
455.0,1050.0,1.0
239.0,463.0,1.0
188.0,293.0,1.0
128.0,809.0,1.0
149.0,493.0,1.0
147.0,820.0,1.0
420.0,254.0,1.0
535.0,782.0,1.0
156.0,815.0,1.0
502.0,135.0,1.0
222.0,806.0,1.0
337.0,64.0,1.0
140.0,677.0,1.0
492.0,90.0,1.0
179.0,904.0,1.0
242.0,469.0,1.0
147.0,817.0,1.0
316.0,115.0,1.0
533.0,523.0,1.0
99.0,155.0,1.0
299.0,389.0,1.0
306.0,181.0,1.0
418.0,512.0,1.0
513.0,175.0,1.0
134.0,347.0,1.0
534.0,729.0,1.0
129.0,308.0,1.0
430.0,477.0,1.0
227.0,929.0,1.0
380.0,727.0,1.0
144.0,1087.0,1.0
258.0,495.0,1.0
380.0,737.0,1.0
536.0,782.0,1.0
139.0,113.0,1.0
125.0,683.0,1.0
131.0,521.0,1.0
134.0,117.0,1.0
158.0,170.0,1.0
158.0,849.0,1.0
98.0,785.0,1.0
142.0,810.0,1.0
240.0,469.0,1.0
182.0,561.0,1.0
258.0,488.0,1.0
347.0,344.0,1.0
182.0,221.0,1.0
120.0,285.0,1.0
346.0,62.0,1.0
528.0,696.0,1.0
208.0,927.0,1.0
153.0,845.0,1.0
309.0,112.0,1.0
377.0,398.0,1.0
224.0,1034.0,1.0
135.0,322.0,1.0
124.0,275.0,1.0
91.0,76.0,1.0
118.0,788.0,1.0
473.0,68.0,1.0
130.0,320.0,1.0
504.0,140.0,1.0
387.0,713.0,1.0
250.0,559.0,1.0
282.0,1149.0,1.0
148.0,496.0,1.0
429.0,1020.0,1.0
502.0,112.0,1.0
388.0,41.0,1.0
383.0,403.0,1.0
298.0,399.0,1.0
394.0,667.0,1.0
140.0,366.0,1.0
163.0,871.0,1.0
342.0,317.0,1.0
480.0,995.0,1.0
479.0,66.0,1.0
490.0,989.0,1.0
333.0,318.0,1.0
115.0,722.0,1.0
537.0,742.0,1.0
388.0,685.0,1.0
97.0,1006.0,1.0
349.0,58.0,1.0
97.0,951.0,1.0
189.0,1126.0,1.0
77.0,564.0,1.0
189.0,505.0,1.0
96.0,969.0,1.0
82.0,223.0,1.0
275.0,1143.0,1.0
431.0,1018.0,1.0
235.0,840.0,1.0
159.0,879.0,1.0
144.0,109.0,1.0
356.0,348.0,1.0
437.0,790.0,1.0
219.0,1039.0,1.0
442.0,828.0,1.0
377.0,43.0,1.0
324.0,1127.0,1.0
239.0,931.0,1.0
140.0,361.0,1.0
376.0,809.0,1.0
492.0,515.0,1.0
134.0,328.0,1.0
166.0,882.0,1.0
126.0,1058.0,1.0
297.0,363.0,1.0
148.0,129.0,1.0
160.0,178.0,1.0
121.0,249.0,1.0
369.0,384.0,1.0
432.0,262.0,1.0
137.0,569.0,1.0
352.0,338.0,1.0
496.0,511.0,1.0
198.0,368.0,1.0
181.0,819.0,1.0
127.0,295.0,1.0
142.0,110.0,1.0
114.0,729.0,1.0
414.0,503.0,1.0
359.0,50.0,1.0
494.0,846.0,1.0
104.0,494.0,1.0
298.0,356.0,1.0
525.0,688.0,1.0
444.0,640.0,1.0
133.0,327.0,1.0
211.0,450.0,1.0
205.0,821.0,1.0
484.0,1049.0,1.0
185.0,289.0,1.0
390.0,907.0,1.0
267.0,510.0,1.0
381.0,731.0,1.0
193.0,299.0,1.0
214.0,566.0,1.0
487.0,84.0,1.0
158.0,551.0,1.0
395.0,931.0,1.0
483.0,516.0,1.0
153.0,803.0,1.0
262.0,1142.0,1.0
296.0,351.0,1.0
174.0,469.0,1.0
350.0,352.0,1.0
132.0,322.0,1.0
499.0,223.0,1.0
461.0,823.0,1.0
300.0,339.0,1.0
144.0,82.0,1.0
431.0,792.0,1.0
312.0,128.0,1.0
487.0,236.0,1.0
98.0,225.0,1.0
267.0,549.0,1.0
111.0,233.0,1.0
446.0,260.0,1.0
330.0,1098.0,1.0
125.0,310.0,1.0
408.0,961.0,1.0
495.0,533.0,1.0
312.0,434.0,1.0
155.0,785.0,1.0
469.0,57.0,1.0
169.0,382.0,1.0
138.0,281.0,1.0
81.0,245.0,1.0
195.0,88.0,1.0
90.0,491.0,1.0
388.0,405.0,1.0
309.0,186.0,1.0
314.0,134.0,1.0
314.0,193.0,1.0
148.0,132.0,1.0
152.0,804.0,1.0
483.0,639.0,1.0
372.0,388.0,1.0
93.0,492.0,1.0
530.0,685.0,1.0
487.0,643.0,1.0
162.0,795.0,1.0
324.0,1094.0,1.0
131.0,1064.0,1.0
231.0,1142.0,1.0
409.0,972.0,1.0
322.0,81.0,1.0
130.0,118.0,1.0
513.0,833.0,1.0
199.0,1008.0,1.0
118.0,492.0,1.0
540.0,496.0,1.0
186.0,811.0,1.0
483.0,71.0,1.0
380.0,770.0,1.0
462.0,261.0,1.0
399.0,671.0,1.0
205.0,1132.0,1.0
196.0,820.0,1.0
191.0,560.0,1.0
114.0,236.0,1.0
409.0,959.0,1.0
470.0,256.0,1.0
206.0,328.0,1.0
81.0,188.0,1.0
515.0,1040.0,1.0
149.0,812.0,1.0
147.0,799.0,1.0
406.0,965.0,1.0
439.0,264.0,1.0
160.0,820.0,1.0
137.0,358.0,1.0
500.0,210.0,1.0
129.0,1066.0,1.0
386.0,686.0,1.0
427.0,643.0,1.0
313.0,202.0,1.0
116.0,810.0,1.0
468.0,824.0,1.0
381.0,872.0,1.0
446.0,818.0,1.0
490.0,528.0,1.0
113.0,730.0,1.0
504.0,204.0,1.0
307.0,327.0,1.0
385.0,683.0,1.0
438.0,261.0,1.0
270.0,537.0,1.0
470.0,255.0,1.0
93.0,78.0,1.0
395.0,34.0,1.0
159.0,556.0,1.0
306.0,147.0,1.0
135.0,84.0,1.0
226.0,1140.0,1.0
501.0,206.0,1.0
421.0,995.0,1.0
308.0,156.0,1.0
326.0,87.0,1.0
152.0,83.0,1.0
274.0,1146.0,1.0
110.0,195.0,1.0
103.0,542.0,1.0
323.0,465.0,1.0
106.0,543.0,1.0
380.0,818.0,1.0
125.0,287.0,1.0
493.0,1043.0,1.0
505.0,526.0,1.0
380.0,805.0,1.0
477.0,636.0,1.0
96.0,276.0,1.0
177.0,906.0,1.0
506.0,177.0,1.0
158.0,862.0,1.0
529.0,696.0,1.0
456.0,258.0,1.0
150.0,1091.0,1.0
385.0,40.0,1.0
163.0,879.0,1.0
132.0,346.0,1.0
429.0,1012.0,1.0
429.0,1002.0,1.0
378.0,798.0,1.0
482.0,533.0,1.0
323.0,256.0,1.0
501.0,521.0,1.0
144.0,780.0,1.0
202.0,447.0,1.0
141.0,364.0,1.0
417.0,493.0,1.0
508.0,525.0,1.0
183.0,463.0,1.0
403.0,947.0,1.0
87.0,581.0,1.0
186.0,1123.0,1.0
114.0,710.0,1.0
114.0,227.0,1.0
165.0,893.0,1.0
257.0,921.0,1.0
531.0,806.0,1.0
191.0,557.0,1.0
253.0,1141.0,1.0
345.0,480.0,1.0
218.0,568.0,1.0
81.0,208.0,1.0
153.0,554.0,1.0
478.0,532.0,1.0
487.0,518.0,1.0
387.0,407.0,1.0
416.0,484.0,1.0
505.0,151.0,1.0
433.0,998.0,1.0
143.0,100.0,1.0
115.0,231.0,1.0
175.0,689.0,1.0
300.0,333.0,1.0
121.0,250.0,1.0
424.0,986.0,1.0
118.0,546.0,1.0
77.0,207.0,1.0
511.0,160.0,1.0
349.0,485.0,1.0
375.0,44.0,1.0
267.0,538.0,1.0
481.0,993.0,1.0
115.0,699.0,1.0
417.0,479.0,1.0
246.0,846.0,1.0
505.0,648.0,1.0
248.0,928.0,1.0
129.0,269.0,1.0
97.0,988.0,1.0
195.0,815.0,1.0
375.0,773.0,1.0
126.0,331.0,1.0
309.0,424.0,1.0
120.0,183.0,1.0
376.0,817.0,1.0
377.0,724.0,1.0
221.0,1038.0,1.0
248.0,856.0,1.0
151.0,786.0,1.0
200.0,89.0,1.0
104.0,180.0,1.0
156.0,552.0,1.0
302.0,351.0,1.0
105.0,1026.0,1.0
90.0,549.0,1.0
96.0,983.0,1.0
507.0,658.0,1.0
181.0,489.0,1.0
81.0,181.0,1.0
507.0,171.0,1.0
436.0,412.0,1.0
298.0,378.0,1.0
106.0,185.0,1.0
321.0,82.0,1.0
94.0,788.0,1.0
160.0,179.0,1.0
193.0,919.0,1.0
262.0,914.0,1.0
289.0,1146.0,1.0
398.0,241.0,1.0
377.0,796.0,1.0
376.0,741.0,1.0
175.0,490.0,1.0
197.0,560.0,1.0
470.0,534.0,1.0
118.0,286.0,1.0
271.0,527.0,1.0
192.0,452.0,1.0
493.0,93.0,1.0
470.0,640.0,1.0
537.0,717.0,1.0
206.0,327.0,1.0
133.0,270.0,1.0
308.0,113.0,1.0
478.0,641.0,1.0
121.0,186.0,1.0
129.0,813.0,1.0
121.0,807.0,1.0
509.0,143.0,1.0
335.0,322.0,1.0
502.0,126.0,1.0
407.0,655.0,1.0
208.0,926.0,1.0
377.0,721.0,1.0
112.0,707.0,1.0
227.0,271.0,1.0
385.0,41.0,1.0
403.0,662.0,1.0
235.0,461.0,1.0
398.0,32.0,1.0
507.0,1040.0,1.0
243.0,471.0,1.0
403.0,667.0,1.0
94.0,589.0,1.0
522.0,1042.0,1.0
100.0,948.0,1.0
370.0,776.0,1.0
121.0,197.0,1.0
358.0,368.0,1.0
114.0,242.0,1.0
308.0,424.0,1.0
143.0,1083.0,1.0
198.0,87.0,1.0
243.0,1029.0,1.0
155.0,798.0,1.0
296.0,391.0,1.0
357.0,350.0,1.0
76.0,204.0,1.0
115.0,239.0,1.0
301.0,421.0,1.0
321.0,244.0,1.0
509.0,146.0,1.0
101.0,1020.0,1.0
415.0,970.0,1.0
125.0,283.0,1.0
445.0,644.0,1.0
463.0,254.0,1.0
152.0,124.0,1.0
418.0,648.0,1.0
376.0,848.0,1.0
381.0,762.0,1.0
152.0,496.0,1.0
163.0,279.0,1.0
255.0,493.0,1.0
148.0,366.0,1.0
154.0,806.0,1.0
531.0,694.0,1.0
472.0,1046.0,1.0
168.0,818.0,1.0
81.0,568.0,1.0
341.0,479.0,1.0
359.0,359.0,1.0
375.0,393.0,1.0
476.0,642.0,1.0
396.0,498.0,1.0
477.0,1045.0,1.0
227.0,932.0,1.0
439.0,533.0,1.0
477.0,834.0,1.0
485.0,75.0,1.0
320.0,453.0,1.0
502.0,528.0,1.0
451.0,639.0,1.0
373.0,790.0,1.0
100.0,938.0,1.0
